"","id","finish_date","year","street_number","street","cross_street","year_installed","material","diameter","leak_type","lon","lat","city","agency"
"3365",3414,"2013-01-13",2013,2549,"78TH AVE","GARFIELD AVE",1934,"CAST IRON","4","SMALL BLOWOUT HOLE <= 1""",-122.172975710978,37.7641201502974,"OAKLAND","EBMUD"
"3366",3415,"2010-01-04",2010,1284,"79TH AVE","80TH AVE",1924,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.184164056624,37.7561161839503,"OAKLAND","EBMUD"
"3367",3416,"2010-05-10",2010,1292,"79TH AVE","RUDSDALE",1924,"CAST IRON","6","LONGITUDINAL SPLIT",-122.184061792906,37.7561835664678,"OAKLAND","EBMUD"
"3368",3417,"2013-01-28",2013,1058,"80TH AVE","RUDSDALE ST",1925,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.185437939179,37.7541642592101,"OAKLAND","EBMUD"
"3369",3418,"2014-10-23",2014,1200,"80TH AVE","RUDSDALE ST",1925,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.184803688448,37.7545716019855,"OAKLAND","EBMUD"
"3370",3419,"2013-01-01",2012,1636,"80TH AVE","HOLLY ST",1926,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.177674243934,37.7584390331795,"OAKLAND","EBMUD"
"3371",3420,"2011-01-11",2011,1637,"80TH AVE","HOLLY ST",1926,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.17779833377,37.7585718603753,"OAKLAND","EBMUD"
"3372",3421,"2011-09-24",2011,1122,"82ND AVE","DST",1911,"CAST IRON","4","SMALL BLOWOUT HOLE <= 1""",-122.183201607105,37.7533364472154,"OAKLAND","EBMUD"
"3373",3422,"2010-06-19",2010,1106,"83RD AVE","D ST",1931,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.182969221145,37.7525459438451,"OAKLAND","EBMUD"
"3374",3423,"2013-11-02",2013,1106,"83RD AVE","D ST",1931,"CAST IRON","6","LONGITUDINAL SPLIT",-122.182969221145,37.7525459438451,"OAKLAND","EBMUD"
"3375",3424,"2010-02-23",2010,1114,"83RD AVE","D ST",1931,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.182842566064,37.7526054330415,"OAKLAND","EBMUD"
"3376",3425,"2010-12-04",2010,1132,"83RD AVE","D ST",1931,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.182483101433,37.7527726202972,"OAKLAND","EBMUD"
"3377",3426,"2011-07-09",2011,1165,"83RD AVE","B ST",1931,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.181956802748,37.7532113694364,"OAKLAND","EBMUD"
"3378",3427,"2011-07-26",2011,2226,"83RD AVE","BANCROFT AVE",1931,"CAST IRON","6","LONGITUDINAL SPLIT",-122.169250376516,37.7593935403112,"OAKLAND","EBMUD"
"3379",3428,"2012-12-16",2012,1600,"84TH AVE","HOLLY ST",1927,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.176126065411,37.7551429372203,"OAKLAND","EBMUD"
"3380",3429,"2011-10-06",2011,852,"85TH AVE","AMELIA ST",1942,"CAST IRON","8","LONGITUDINAL SPLIT",-122.18619817656,37.7486351216261,"OAKLAND","EBMUD"
"3381",3430,"2010-02-22",2010,1003,"85TH AVE","E ST",1916,"CAST IRON","20","JOINT FAILURE",-122.183550831673,37.7504253717041,"OAKLAND","EBMUD"
"3382",3431,"2014-07-09",2014,1074,"85TH AVE","D ST",1916,"CAST IRON","20","JOINT FAILURE",-122.182245690886,37.7508422741348,"OAKLAND","EBMUD"
"3383",3432,"2014-05-18",2014,1000,"86TH AVE","E ST",1934,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.182941848577,37.7495029060671,"OAKLAND","EBMUD"
"3384",3433,"2014-05-18",2014,1000,"86TH AVE","E ST",1934,"CAST IRON","4","SMALL BLOWOUT HOLE <= 1""",-122.182941848577,37.7495029060671,"OAKLAND","EBMUD"
"3385",3434,"2014-08-26",2014,1100,"86TH AVE","D ST",1934,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.181377392649,37.7502311347225,"OAKLAND","EBMUD"
"3386",3435,"2012-01-11",2012,1150,"87TH AVE","D STREET",1937,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.179930495718,37.7498864278719,"OAKLAND","EBMUD"
"3387",3436,"2011-02-23",2011,1152,"87TH AVE","B ST",1937,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.179930495718,37.7498864278719,"OAKLAND","EBMUD"
"3388",3437,"2011-01-10",2011,1166,"87TH AVE","B ST",1937,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.17964977187,37.750016776864,"OAKLAND","EBMUD"
"3389",3438,"2013-11-16",2013,1332,"87TH AVE","A ST",1937,"CAST IRON","12","FULL CIRCUMFERENCE BREAK",-122.177232885157,37.7511443825586,"OAKLAND","EBMUD"
"3390",3439,"2012-02-27",2012,948,"88TH AVE","G ST",1945,"CAST IRON","6","LONGITUDINAL SPLIT",-122.182971816926,37.7476182001658,"OAKLAND","EBMUD"
"3391",3440,"2011-01-12",2011,958,"88TH AVE","E ST",1945,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.182756439854,37.7477311433186,"OAKLAND","EBMUD"
"3392",3441,"2010-11-22",2010,1827,"89TH AVE","BIRCH ST",1911,"CAST IRON","4","JOINT FAILURE",-122.170043847251,37.7525153859687,"OAKLAND","EBMUD"
"3393",3442,"2010-01-23",2010,906,"90TH AVE","G ST",1944,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.18252384725,37.7458611694933,"OAKLAND","EBMUD"
"3394",3443,"2011-04-25",2011,2605,"90TH AVE","THERMAL ST",1941,"CAST IRON","6","LONGITUDINAL SPLIT",-122.160126231011,37.7559569823834,"OAKLAND","EBMUD"
"3395",3444,"2012-09-05",2012,2633,"90TH AVE","LAWLOR AVE",1941,"CAST IRON","6","LONGITUDINAL SPLIT",-122.159541734361,37.7559652059501,"OAKLAND","EBMUD"
"3396",3445,"2013-07-02",2013,845,"92ND AVE",NA,1941,"CAST IRON","12","LONGITUDINAL SPLIT",-122.18332065147,37.7440808855319,"OAKLAND","EBMUD"
"3397",3446,"2013-10-08",2013,1118,"92ND AVE","D ST",1911,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.178342626308,37.7462091462379,"OAKLAND","EBMUD"
"3398",3447,"2010-07-08",2010,1129,"92ND AVE","C ST",1911,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.178035378944,37.7465431286151,"OAKLAND","EBMUD"
"3399",3448,"2010-10-15",2010,1301,"95TH AVE","A ST",1911,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.173752605536,37.7457634691332,"OAKLAND","EBMUD"
"3400",3449,"2011-08-29",2011,1340,"95TH AVE","INTERNATIONAL BLVD",1911,"CAST IRON","6","LONGITUDINAL SPLIT",-122.172650287116,37.7461224499725,"OAKLAND","EBMUD"
"3401",3450,"2014-01-21",2014,1356,"96TH AVE","INTERNATIONAL BLVD",1911,"CAST IRON","4","SMALL BLOWOUT HOLE <= 1""",-122.1720682729,37.7454687334962,"OAKLAND","EBMUD"
"3402",3451,"2012-11-19",2012,1522,"96TH AVE","WALNUT ST",1911,"CAST IRON","4","LONGITUDINAL SPLIT",-122.169729361283,37.7465236578192,"OAKLAND","EBMUD"
"3403",3452,"2013-09-16",2013,2250,"96TH AVE","PEACH ST",1933,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.161869144916,37.750197193401,"OAKLAND","EBMUD"
"3404",3453,"2014-10-22",2014,201,"98TH AVE","EMPIRE RD",1962,"STEEL","12","JOINT FAILURE",-122.192105459013,37.7303476757173,"OAKLAND","EBMUD"
"3405",3454,"2012-03-19",2012,1273,"98TH AVE","A ST",1993,"STEEL","8","SMALL BLOWOUT HOLE <= 1""",-122.172395902527,37.7435798138136,"OAKLAND","EBMUD"
"3406",3455,"2013-04-30",2013,1006,"101ST AVE","E ST",1942,"CAST IRON","6","LONGITUDINAL SPLIT",-122.174407589443,37.7390603222275,"OAKLAND","EBMUD"
"3407",3456,"2014-02-26",2014,1445,"101ST AVE","INTERNATIONAL BLVD",1946,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.168069907482,37.7424050316326,"OAKLAND","EBMUD"
"3408",3457,"2010-12-23",2010,1901,"101ST AVE","WARNER AVE",1930,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.162762705221,37.7437489665031,"OAKLAND","EBMUD"
"3409",3458,"2010-07-03",2010,1451,"102ND AVE","WALNUT ST",1933,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.167224661514,37.7418868586718,"OAKLAND","EBMUD"
"3410",3459,"2010-02-09",2010,2115,"105TH AVE","SUNNYSIDE ST",1938,"CAST IRON","6","LONGITUDINAL SPLIT",-122.159163909813,37.7416736595952,"OAKLAND","EBMUD"
"3411",3460,"2013-08-19",2013,2115,"105TH AVE","SUNNYSIDE ST",1938,"CAST IRON","6","JOINT FAILURE",-122.159163909813,37.7416736595952,"OAKLAND","EBMUD"
"3412",3461,"2010-02-23",2010,1810,"107TH AVE","BREED AVE",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.161417523018,37.7394335489457,"OAKLAND","EBMUD"
"3413",3462,"2010-03-16",2010,2101,"107TH AVE","SUNNYSIDE ST",1939,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.158354614318,37.7404380169344,"OAKLAND","EBMUD"
"3414",3463,"2011-02-14",2011,2127,"107TH AVE","SUNNYSIDE ST",1939,"CAST IRON","6","LONGITUDINAL SPLIT",-122.15781831484,37.7405856403891,"OAKLAND","EBMUD"
"3415",3464,"2013-04-02",2013,2969,"107TH AVE",NA,1938,"CAST IRON","6","LONGITUDINAL SPLIT",-122.147259179637,37.7451558352452,"OAKLAND","EBMUD"
"3416",3465,"2010-01-20",2010,2100,"109TH AVE","SUNNYSIDE ST",1939,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.157273741343,37.7391210360353,"OAKLAND","EBMUD"
"3417",3466,"2014-01-28",2014,2174,"109TH AVE","BANCROFT AVE",1939,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.155651272099,37.7395750621742,"OAKLAND","EBMUD"
"3418",3467,"2014-10-25",2014,2321,"109TH AVE","VOLTAIRE AVE",1939,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.1540010228,37.7401805262382,"OAKLAND","EBMUD"
"3419",3468,"2011-01-07",2011,2406,"109TH AVE","VOLTAIRE AVE",1939,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.152309881484,37.7405036247507,"OAKLAND","EBMUD"
"3420",3469,"2014-08-28",2014,2426,"109TH AVE","MYERS ST",1939,"CAST IRON","6","LONGITUDINAL SPLIT",-122.151911151284,37.7406163328986,"OAKLAND","EBMUD"
"3421",3470,"2013-11-21",2013,NA,"11TH ST","4TH AVE",1932,"STEEL","30","SMALL BLOWOUT HOLE <= 1""",-122.256573245097,37.7951251489251,"OAKLAND","EBMUD"
"3422",3471,"2013-12-12",2013,1800,"12TH ST","18TH AVE",1938,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.242868960192,37.7862611430361,"OAKLAND","EBMUD"
"3423",3472,"2014-10-24",2014,NA,"15TH ST","15TH AVE",1916,"CAST IRON","20","JOINT FAILURE",-122.244471716949,37.7898110410615,"OAKLAND","EBMUD"
"3424",3473,"2012-11-19",2012,NA,"16TH AVE","EMBACADERO",1950,"CAST IRON","12","SMALL BLOWOUT HOLE <= 1""",-122.243257549539,37.7840881828424,"OAKLAND","EBMUD"
"3425",3474,"2013-09-26",2013,NA,"16TH AVE","E12TH STREET",1933,"CAST IRON","6","LONGITUDINAL SPLIT",-122.244960918056,37.7875019961107,"OAKLAND","EBMUD"
"3426",3475,"2014-04-05",2014,NA,"17TH AVE","E 21ST ST",1925,"CAST IRON","6","LONGITUDINAL SPLIT",-122.238344267306,37.7927278970631,"OAKLAND","EBMUD"
"3427",3476,"2013-05-16",2013,NA,"18TH ST","JEFFERSON ST",1953,"CAST IRON","12","JOINT FAILURE",-122.273247567394,37.8081978154024,"OAKLAND","EBMUD"
"3428",3477,"2012-06-26",2012,2350,"20TH ST","23RD AVE",NA,"CAST IRON","6","LONGITUDINAL SPLIT",-122.230926312227,37.7870741626042,"OAKLAND","EBMUD"
"3429",3478,"2014-06-04",2014,NA,"21ST ST","17TH AVE",1981,"CAST IRON","6","LONGITUDINAL SPLIT",-122.238344267306,37.7927278970631,"OAKLAND","EBMUD"
"3430",3479,"2013-02-26",2013,NA,"22ND AVE","FOOTHILL BL",NA,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.236302610918,37.7862343269893,"OAKLAND","EBMUD"
"3431",3480,"2012-09-11",2012,NA,"28TH ST","MAGNOLIA ST",1932,"CAST IRON","6","PARTIAL CIRCUM BRK<180DEG",-122.283334590822,37.8205383149028,"OAKLAND","EBMUD"
"3432",3481,"2014-12-08",2014,295,"29TH ST","BROADWAY",1897,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.263056476709,37.8174423271684,"OAKLAND","EBMUD"
"3433",3482,"2014-02-20",2014,NA,"2ND AVE","E 16TH ST",1935,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.254776287634,37.7990633120424,"OAKLAND","EBMUD"
"3434",3483,"2012-07-19",2012,NA,"32ND ST","FILBERT ST",NA,"CAST IRON","4","LONGITUDINAL SPLIT",-122.277812291663,37.8230250375094,"OAKLAND","EBMUD"
"3435",3484,"2014-09-05",2014,NA,"34TH ST","HELEN ST",1961,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.286305593083,37.8254348905403,"OAKLAND","EBMUD"
"3436",3485,"2013-09-19",2013,NA,"35TH AVE","HARBOR VIEW AVE",1925,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.194584137483,37.7972289869334,"OAKLAND","EBMUD"
"3437",3486,"2014-11-28",2014,NA,"35TH AVE","LYON AVE",1923,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.211972424924,37.7870429889518,"OAKLAND","EBMUD"
"3438",3487,"2014-08-25",2014,701,"36TH AVE","E. 8TH ST",1939,"ASBESTOS CEMENT","8","FULL CIRCUMFERENCE BREAK",-122.225430700592,37.7710035236415,"OAKLAND","EBMUD"
"3439",3488,"2012-08-30",2012,1050,"39TH ST","ADELINE STREET",1934,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.219909419325,37.7730123784352,"OAKLAND","EBMUD"
"3440",3489,"2014-01-24",2014,950,"3RD ST","MYRTLE ST",1967,"CAST IRON","6","LONGITUDINAL SPLIT",-122.284990709634,37.8001182813918,"OAKLAND","EBMUD"
"3441",3490,"2013-05-09",2013,NA,"3RD ST","MYRTLE ST",NA,"COPPER","6","LONGITUDINAL SPLIT",-122.284990709634,37.8001182813918,"OAKLAND","EBMUD"
"3442",3491,"2012-07-09",2012,NA,"41ST AVE","INTERNATIONAL BLVD",NA,"CAST IRON","6","LONGITUDINAL SPLIT",-122.217159290125,37.773502905017,"OAKLAND","EBMUD"
"3443",3492,"2013-02-04",2013,648,"44TH ST","M L KING",1934,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.267886440555,37.8329993179541,"OAKLAND","EBMUD"
"3444",3493,"2014-03-18",2014,NA,"45TH ST","LAWTON AVE",1964,"STEEL","12","LARGE BLOWOUT HOLE > 1""",-122.257737678447,37.8333760504977,"OAKLAND","EBMUD"
"3445",3494,"2012-01-13",2012,NA,"48TH AVE","E 12TH ST",1924,"CAST IRON","8","FULL CIRCUMFERENCE BREAK",-122.211980424229,37.7687602964221,"OAKLAND","EBMUD"
"3446",3495,"2014-10-23",2014,NA,"48TH AVE","MELROSE",1909,"CAST IRON","4","LONGITUDINAL SPLIT",-122.206280391241,37.7745973701106,"OAKLAND","EBMUD"
"3447",3496,"2014-10-15",2014,NA,"4TH AVE","E 11TH ST",1936,"STEEL","30","SMALL BLOWOUT HOLE <= 1""",-122.256573245097,37.7951251489251,"OAKLAND","EBMUD"
"3448",3497,"2013-07-24",2013,753,"53RD ST","MLK JR WAY",1934,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.268270173874,37.8380613831261,"OAKLAND","EBMUD"
"3449",3498,"2012-12-07",2012,NA,"71ST AVE","INTERNATIONAL BLVD",NA,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.189043640114,37.7601391228874,"OAKLAND","EBMUD"
"3450",3499,"2014-08-30",2014,NA,"73RD AVE","OUTLOOK AVE",1930,"STEEL","20","SMALL BLOWOUT HOLE <= 1""",-122.169958405722,37.7707359026908,"OAKLAND","EBMUD"
"3451",3500,"2012-06-05",2012,NA,"74TH AVE","INTERNATIONAL BLVD",NA,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.186156018755,37.7588262673659,"OAKLAND","EBMUD"
"3452",3501,"2012-04-03",2012,NA,"7TH ST","23RD AVE",1942,"CAST IRON","6","LONGITUDINAL SPLIT",-122.236250533499,37.7755610562906,"OAKLAND","EBMUD"
"3453",3502,"2013-03-11",2013,1074,"82ND AVE","D ST",1916,"CAST IRON","20","JOINT FAILURE",-122.18370917707,37.7528347838394,"OAKLAND","EBMUD"
"3454",3503,"2014-07-26",2014,NA,"86TH AVE","D ST",1934,"CAST IRON","8","LARGE BLOWOUT HOLE > 1""",-122.18158495153,37.7502309228979,"OAKLAND","EBMUD"
"3455",3504,"2013-09-11",2013,NA,"98TH AVE","THERMAL AVE",1949,"CAST IRON","8","LONGITUDINAL SPLIT",-122.157904686473,37.7503518609741,"OAKLAND","EBMUD"
"3456",3505,"2012-09-08",2012,NA,"9TH ST","WOOD ST",1894,"CAST IRON","4","LONGITUDINAL SPLIT",-122.300759851412,37.809586008539,"OAKLAND","EBMUD"
"3457",3506,"2012-09-12",2012,9310,"A ST","93RD AVE",1927,"CAST IRON","4","SMALL BLOWOUT HOLE <= 1""",-122.174643603198,37.7469264348561,"OAKLAND","EBMUD"
"3458",3507,"2013-01-10",2013,2820,"ABBEY ST","ALLENDALE AVE",1928,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.206824217352,37.7878811587604,"OAKLAND","EBMUD"
"3459",3508,"2011-07-17",2011,2842,"ABBEY ST","ALLENDALE AVE",1928,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.206301644608,37.7881853665713,"OAKLAND","EBMUD"
"3460",3509,"2012-01-11",2012,2906,"ABBEY ST","PENNIMAN AVE",1928,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.206264088688,37.7882078837164,"OAKLAND","EBMUD"
"3461",3510,"2014-08-13",2014,2906,"ABBEY ST","PENNIMAN AVE",1928,"CAST IRON","4","SMALL BLOWOUT HOLE <= 1""",-122.206264088688,37.7882078837164,"OAKLAND","EBMUD"
"3462",3511,"2014-07-08",2014,266,"ADAMS ST","LEE ST",1929,"CAST IRON","6","LONGITUDINAL SPLIT",-122.257273969363,37.8134852635677,"OAKLAND","EBMUD"
"3463",3512,"2014-07-09",2014,276,"ADAMS ST","PERKINS",1929,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.256737588969,37.8137898989163,"OAKLAND","EBMUD"
"3464",3513,"2012-04-01",2012,14,"ADELINE ST","MIDDLE HARBOR",1933,"CAST IRON","10","SMALL BLOWOUT HOLE <= 1""",-122.29126325308,37.7962381563963,"OAKLAND","EBMUD"
"3465",3514,"2011-06-09",2011,306,"ADELINE ST","THIRD",1909,"CAST IRON","8","JOINT FAILURE",-122.288969500397,37.8013215805879,"OAKLAND","EBMUD"
"3466",3515,"2013-11-09",2013,336,"ADELINE ST","3RD STREET",1908,"CAST IRON","8","LONGITUDINAL SPLIT",-122.288803856774,37.8017745674898,"OAKLAND","EBMUD"
"3467",3516,"2010-08-19",2010,2311,"ADELINE ST","24TH ST",1932,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.283796227333,37.8164029047462,"OAKLAND","EBMUD"
"3468",3517,"2014-11-01",2014,2525,"ADELINE ST","26TH ST",1896,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.283026669502,37.8185295633868,"OAKLAND","EBMUD"
"3469",3518,"2013-12-17",2013,646,"AILEEN ST","MACCALL ST",1938,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.266065993168,37.841934360289,"OAKLAND","EBMUD"
"3470",3519,"2011-11-22",2011,650,"AILEEN ST","MACCALL",1938,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.266228335437,37.8419154519185,"OAKLAND","EBMUD"
"3471",3520,"2013-11-07",2013,682,"AILEEN ST","DOVER ST",1938,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.267050171445,37.8418097681069,"OAKLAND","EBMUD"
"3472",3521,"2014-07-21",2014,6746,"AITKEN DR","MOORE DR",1935,"CAST IRON","6","LONGITUDINAL SPLIT",-122.188062992382,37.8329038220989,"OAKLAND","EBMUD"
"3473",3522,"2014-01-08",2014,4421,"ALBERT ST","HUNTINGTON ST",1938,"CAST IRON","4","LONGITUDINAL SPLIT",-122.188743808621,37.787910522865,"OAKLAND","EBMUD"
"3474",3523,"2012-11-21",2012,9521,"ALCALA AVE","OAK KNOLL BLVD",1940,"CAST IRON","6","JOINT FAILURE",-122.151341237589,37.7556023406288,"OAKLAND","EBMUD"
"3475",3524,"2014-06-09",2014,9548,"ALCALA AVE","ENCINA AVE",1954,"CAST IRON","6","JOINT FAILURE",-122.151088972312,37.7553037277816,"OAKLAND","EBMUD"
"3476",3525,"2011-01-18",2011,1046,"ALCATRAZ AVE","ALCATRAZ AVE",1970,"STEEL","8","FULL CIRCUMFERENCE BREAK",-122.282071384198,37.8474099906913,"OAKLAND","EBMUD"
"3477",3526,"2013-08-16",2013,NA,"ALCATRAZ AVE","SAN PABLO AVE",1892,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.284924914297,37.8469466436154,"OAKLAND","EBMUD"
"3478",3527,"2010-10-19",2010,5916,"ALHAMBRA AVE","ALHAMBRA PL",1956,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.207943191864,37.835664120959,"OAKLAND","EBMUD"
"3479",3528,"2011-07-30",2011,5949,"ALHAMBRA AVE","GOULDIN RD",1956,"ASBESTOS CEMENT","6","LARGE BLOWOUT HOLE > 1""",-122.207621603497,37.8359873942644,"OAKLAND","EBMUD"
"3480",3529,"2012-06-14",2012,718,"ALICE ST","8TH ST",1946,"CAST IRON","24","JOINT FAILURE",-122.269067524026,37.797965527924,"OAKLAND","EBMUD"
"3481",3530,"2012-10-22",2012,3702,"ALLENDALE AVE","SHORT ST",1938,"CAST IRON","4","SMALL BLOWOUT HOLE <= 1""",-122.206496556026,37.7873283019107,"OAKLAND","EBMUD"
"3482",3531,"2014-10-07",2014,138,"ALTA RD","AGNES ST",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.22965659024,37.8413744889852,"OAKLAND","EBMUD"
"3483",3532,"2014-08-07",2014,50,"ALVARADO PL","ALVARADO RD",1939,"CAST IRON","6","JOINT FAILURE",-122.240666650717,37.8589183385969,"OAKLAND","EBMUD"
"3484",3533,"2011-07-21",2011,81,"ALVARADO RD","EUCALYPTUS PATH",1927,"STEEL","16","SMALL BLOWOUT HOLE <= 1""",-122.240324430533,37.8582119714461,"OAKLAND","EBMUD"
"3485",3534,"2014-01-07",2014,814,"ALVARADO RD","GRAVATT DR",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.237721056574,37.8603652951306,"OAKLAND","EBMUD"
"3486",3535,"2013-01-09",2013,5677,"AMY DR","HARBORD DR",1924,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.224984844581,37.8342490578579,"OAKLAND","EBMUD"
"3487",3536,"2012-07-16",2012,4421,"ANDERSON AVE","REINHARDT DR",1937,"CAST IRON","6","LONGITUDINAL SPLIT",-122.185546990574,37.7965123797885,"OAKLAND","EBMUD"
"3488",3537,"2014-11-05",2014,4421,"ANDERSON AVE",NA,1937,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.185546990574,37.7965123797885,"OAKLAND","EBMUD"
"3489",3538,"2010-09-10",2010,1034,"APGAR ST","MACARTHUR BL",1933,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.277936057198,37.8290633665754,"OAKLAND","EBMUD"
"3490",3539,"2012-01-16",2012,3831,"AQUA VISTA ST","38TH AVE",1932,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.209347715984,37.7832300529524,"OAKLAND","EBMUD"
"3491",3540,"2013-01-03",2013,3924,"AQUA VISTA ST","ROSEDALE AVE",1932,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.208593885785,37.7828069785039,"OAKLAND","EBMUD"
"3492",3541,"2014-11-17",2014,4100,"AQUA VISTA ST","ROSEDALE AVE",1932,"CAST IRON","6","LONGITUDINAL SPLIT",-122.206968457995,37.7813527344612,"OAKLAND","EBMUD"
"3493",3542,"2012-09-27",2012,NA,"AQUA VISTA ST","HIGH STREET",NA,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.206131921124,37.7804913565909,"OAKLAND","EBMUD"
"3494",3543,"2014-01-07",2014,900,"AQUARIUS WAY","AVOCA AVE",1965,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.220284205815,37.8418354929105,"OAKLAND","EBMUD"
"3495",3544,"2013-06-26",2013,3125,"ARDLEY AVE","E 32ND ST",1915,"CAST IRON","4","SMALL BLOWOUT HOLE <= 1""",-122.224826311832,37.7986422674909,"OAKLAND","EBMUD"
"3496",3545,"2012-08-15",2012,3742,"ARDLEY AVE","E 38TH ST",1921,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.223158397439,37.8026988951132,"OAKLAND","EBMUD"
"3497",3546,"2012-09-13",2012,3742,"ARDLEY AVE","E 38TH ST",1921,"CAST IRON","4","LONGITUDINAL SPLIT",-122.223158397439,37.8026988951132,"OAKLAND","EBMUD"
"3498",3547,"2013-12-14",2013,3751,"ARDLEY AVE","E 38TH ST",1921,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.223292748036,37.8029688645343,"OAKLAND","EBMUD"
"3499",3548,"2014-08-07",2014,3225,"ARKANSAS ST","MAPLE AVE",1953,"CAST IRON","6","LONGITUDINAL SPLIT",-122.207308656269,37.7943537875287,"OAKLAND","EBMUD"
"3500",3549,"2014-08-11",2014,3373,"ARKANSAS ST","LAUREL AVE",1953,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.205283933218,37.7927047810439,"OAKLAND","EBMUD"
"3501",3550,"2013-11-18",2013,960,"ARLINGTON AVE","LOWELL ST",1932,"CAST IRON","6","LONGITUDINAL SPLIT",-122.277068049532,37.8421401422912,"OAKLAND","EBMUD"
"3502",3551,"2013-03-27",2013,28,"ARMANINO CT","COLLEGE AVE",1978,"ASBESTOS CEMENT","6","LONGITUDINAL SPLIT",-122.25147658167,37.8491091830702,"OAKLAND","EBMUD"
"3503",3552,"2013-09-29",2013,2233,"ARROWHEAD DR","SHEPHERD CANYON",1962,"STEEL","8","JOINT FAILURE",-122.189664144056,37.835693586176,"OAKLAND","EBMUD"
"3504",3553,"2010-11-04",2010,6498,"ASCOT DR","LONGWALK DR",1938,"CAST IRON","8","JOINT FAILURE",-122.189757729313,37.8233676115968,"OAKLAND","EBMUD"
"3505",3554,"2013-01-17",2013,1041,"ASHMOUNT AVE","WAWONA AVE",1925,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.228421780753,37.8143644058128,"OAKLAND","EBMUD"
